block_type,block_type_name,inventory_item_type
1056,NeckFloaterDog,4
1057,ShoesFlippersBlue,4
1058,ShoesFlippersRed,4
1059,ShoesFlippersGold,4
1060,MaskSnorkelBlue,4
1061,MaskSnorkelRed,4
1062,MaskSnorkelGold,4
1063,WeaponGunWaterSmall,5
1064,WeaponGunWaterMedium,5
1065,WeaponGunWaterLarge,5
1066,WeaponSummerHammer,5
1067,CollectableQuestSummer,7
1068,QuestStarterItemSummer,0
1069,BreakableItemQuestSummer,0
1070,Fertilizer,0
1071,ShirtLifeVestOrange,4
1072,WeaponSurfboardGreen,5
1073,WeaponSurfboardYellow,5
1074,WeaponSurfboardPurple,5
1075,HairTrump,4
1076,LifeBuoy,0
1077,LifeGuardChair,0
1078,EntrancePortalMover,0
1079,HairAdminEndlessDeath,4
1080,ShirtTopAdminEndlessDeath,4
1081,GlassesAdminEndlessDeath,4
1082,WristBandsAdminEndlessDeath,4
1083,ShoesAdminEndlessDeath,4
1084,PantsAdminEndlessDeath,4
1085,WingsSongo,4
1086,FamiliarGremlin1A,10
1087,FamiliarGremlin2A,10
1088,FamiliarGremlin3A,10
1089,FamiliarGremlin4A,10
1090,FamiliarGremlin4B,10
1091,FamiliarGremlin5A,10
1092,FamiliarGremlin5C,10
1093,FamiliarCrow1A,10
1094,FamiliarCrow2A,10
1095,FamiliarBunny1A,10
1096,FamiliarBunny2A,10
1097,FamiliarBunny3A,10
1098,FamiliarBunny4A,10
1099,FamiliarBunny4B,10
1100,FamiliarBot1A,10
1101,FamiliarBot2A,10
1102,FamiliarBot3A,10
1103,FamiliarBot3B,10
1104,FAMFoodCookieRed,11
1105,FAMFoodCookieBlue,11
1106,FAMFoodCookiePurple,11
1107,FAMFoodCookieGreen,11
1108,FAMFoodCookieYellow,11
1109,FAMFoodCandyRed,11
1110,FAMFoodCandyBlue,11
1111,FAMFoodCandyPurple,11
1112,FAMFoodCandyGreen,11
1113,FAMFoodCandyYellow,11
1114,FAMFoodJelloRed,11
1115,FAMFoodJelloBlue,11
1116,FAMFoodJelloPurple,11
1117,FAMFoodJelloGreen,11
1118,FAMFoodJelloYellow,11
1119,FAMFoodSandwichRed,11
1120,FAMFoodSandwichBlue,11
1121,FAMFoodSandwichPurple,11
1122,FAMFoodSandwichGreen,11
1123,FAMFoodSandwichYellow,11
1124,WindowCastle,1
1125,FAMFoodMachine,0
1126,FAMEvolverator,0
1127,FamiliarNinjaPickle1A,10
1128,FamiliarWhale1A,10
1129,KiddieRide,0
1130,LegendarySoilBlock,0
1131,LockWorldBattle,0
1132,LockBattle,0
1133,BattleBarrierBasic,0
1134,BattleScoreBoard,0
1135,LockPart,7
1136,BoneDust,7
1137,FossilPuzzle,7
1138,FossilTRexPart1,0
1139,FossilTRexPart2,0
1140,FossilTRexPart3,0
1141,FossilTRexPart4,0
1142,FossilTRexPart5,0
1143,FossilTRexPart6,0
1144,FossilTRexPart7,0
1145,FossilTRexPart8,0
1146,FossilTRexPart9,0
1147,FossilAlligatorPart1,0
1148,FossilAlligatorPart2,0
1149,FossilAlligatorPart3,0
1150,FossilAlligatorPart4,0
1151,FossilAngelPart1,0
1152,FossilAngelPart2,0
1153,FossilAngelPart3,0
1154,FossilAngelPart4,0
1155,CheeseBlock,0
1156,Concrete1x1Block,0
1157,Concrete1x2Block,0
1158,Concrete2x2Block,0
1159,GlowBlockBlue,0
1160,GlowBlockGreen,0
1161,GlowBlockOrange,0
1162,GlowBlockRed,0
1163,HazardBlock,0
1164,MetalStudded,0
1165,ArmoredBackground,1
1166,DiagonalCheckerBlack,1
1167,DiagonalCheckerBlue,1
1168,DiagonalCheckerRed,1
1169,HerringboneTilesDirty,1
1170,HerringboneTilesGrey,1
1171,IllusionGreyBackground,1
1172,IllusionRedBackground,1
1173,JailBackground,1
1174,LavaBackground,1
1175,MetalBackground1,1
1176,MetalBackground2,1
1177,MetalBackground3,1
1178,MoireSquareBackground,1
1179,SpiralMosaic,1
1180,TileBlack,1
1181,UnslipperyMetal,1
1182,FenceWooden,0
1183,HousePlant,0
1184,OldWallLamp,0
1185,Vine,0
1186,ToiletSeat,0
1187,WeaponCleaver,5
1188,HatBucketRed,4
1189,BeardGoateeBlack,4
1190,HatHelmetVisorPWRRed,4
1191,GlovesPWRRed,4
1192,ShoesPWRRed,4
1193,SuitPWRRed,4
1194,BlueprintHatHelmetVisorPWRRed,9
1195,BlueprintGlovesPWRRed,9
1196,BlueprintShoesPWRRed,9
1197,BlueprintSuitPWRRed,9
1198,MoireRoundBackground,1
1199,GreenScreen,1
1200,HairLongNutturaBlack,4
1201,HairLongNutturaBrown,4
1202,HairEmoBlue,4
1203,HairEmoRed,4
1204,HairLongStripedBlackPurple,4
1205,WeaponBone,5
1206,HatHelmetBone,4
1207,SuitArmorBone,4
1208,WeaponMace,5
1209,HatHelmetVikingChainMail,4
1210,HatHelmetVikingSkyrim,4
1211,HatHelmetVikingTHorns,4
1212,HatHelmetVikingSimpleMasked,4
1213,HatHelmetVikingSideIron,4
1214,HatHelmetVikingWarlord,4
1215,HatHelmetVikingThor,4
1216,HatHoodVikingLadyBlonde,4
1217,HatHoodVikingLadyBrown,4
1218,HairVikingSideyBrown,4
1219,HairVikingSideyBlack,4
1220,HairVikingSideyBlonde,4
1221,HairVikingMaidenBraidFrontBlonde,4
1222,HairVikingMaidenBraidSideBlonde,4
1223,HairVikingMaidenBraidSideBrown,4
1224,HairVikingOpenBrown,4
1225,HairVikingOdinLongWhite,4
1226,BeardOdinLongWhite,4
1227,BeardVikingLongBrown,4
1228,BeardVikingBrown,4
1229,BeardVikingBlonde,4
1230,BeardVikingBlack,4
1231,BeardVikingSideburnsBrown,4
1232,FacialVikingMoustacheBrown,4
1233,ShoesVikingWarlord,4
1234,CoatVikingWarlord,4
1235,CapeVikingWarlord,4
1236,DressVikingShieldmaidenGreen,4
1237,ShoesVikingShieldmaidenGreen,4
1238,ShoesVikingBerserker,4
1239,PantsVikingBerserker,4
1240,ShirtVikingBerserker,4
1241,CapeVikingBerserker,4
1242,ShoesVikingThor,4
1243,CoatVikingThor,4
1244,CoatVikingSeer,4
1245,CoatDracula,4
1246,ShirtVikingWarriorChainmail,4
1247,ShoesVikingWarriorBrown,4
1248,ShirtVikingWarriorLeather,4
1249,ShoesVikingWarriorStrapped,4
1250,MaskMummy,4
1251,CoatVikingLady,4
1252,HairJHorror,4
1253,ShoesVikingLadyPurple,4
1254,HatVikingSwordThroughHead,4
1255,WeaponVikingAxeDouble,5
1256,WeaponVikingAxeGreat,5
1257,WeaponVikingAxeCurved,5
1258,WeaponVikingAxeMedium,5
1259,WeaponVikingSword,5
1260,WeaponVikingSpear,5
1261,WeaponVikingShieldRed,5
1262,WeaponVikingShieldGreen,5
1263,WeaponVikingShieldBlue,5
1264,WeaponVikingShieldThor,5
1265,WeaponVikingHammerThor,5
1266,BackhandItemVikingShield,4
1267,WingsValkyria,4
1268,VampireFangs,4
1269,VikingBlock,0
1270,VikingArmorBlock,0
1271,VikingWoodBackground,1
1272,VikingStoneBackground,1
1273,VikingRuneBackground,1
1274,VikingWoodenWall1,0
1275,VikingWoodenWall2,0
1276,VikingWoodenWall3,0
1277,VikingWoodenWall4,0
1278,RunestoneBlue,0
1279,RunestoneRed,0
1280,RunestoneGreen,0
1281,RunestoneOrange,0
1282,Bonfire,0
1283,VikingWeaponRack,0
1284,RavenTree,0
1285,VikingShieldDecoration,0
1286,VikingFigurehead,0
1287,BackhandItemVikingShieldGold,4
1288,BackhandItemVikingShieldIron,4
1289,BlueprintWingsValkyria,9
1290,WeaponSeerStaff,5
1291,OrbCemeteryBackground,7
1292,HairDracula,4
1293,GlovesRingDemon,4
1294,HatHornsDemon,4
1295,HatBrainsOut,4
1296,MaskJason,4
1297,MaskPumpkin,4
1298,CapeDracula,4
1299,DressCountessBathory,4
1300,HatBrownFedora,4
1301,ShirtKruger,4
1302,GlovesKrugerClaw,4
1303,PantsKruger,4
1304,MaskKruger,4
1305,WeaponScythe,5
1306,WeaponPoisonBlade,5
1307,WeaponBreadKnife,5
1308,DressMistressOfTheDark,4
1309,HairMistressOfTheDark,4
1310,MaskPaintSkull,4
1311,MaskCorpsePaint,4
1312,FamiliarGhost1A,10
1313,FamiliarSkull1A,10
1314,FamiliarPumpkin1A,10
1315,FamiliarEye1A,10
1316,MaskHoodBlack,4
1317,MaskPinhead,4
1318,CoatPinhead,4
1319,HairCountessBathory,4
1320,HairChucky,4
1321,OverallsChucky,4
1322,MaskChuckyScars,4
1323,PotionWerewolf,7
1324,CostumeWerewolf,4
1325,MaskPhantom,4
1326,MaskNamelessGhoul,4
1327,MaskIt,4
1328,MaskFrankenstein,4
1329,MaskCthulhu,4
1330,MaskSawBillyPuppet,4
1331,WingsDarkCherub,4
1332,MaskSkull,4
1333,ContactLensesSnake,4
1334,BlackCandles,0
1335,PumpkinLantern,0
1336,Ghost,0
1337,DungeonWallBars,1
1338,OuijaBoard,0
1339,ElectricChair,0
1340,Spikes,0
1341,ChurchBell,0
1342,SpiderWeb,0
1343,Blood,3
1344,Acid,3
1345,StonePlatform,0
1346,TombStone,0
1347,MimicCoffin,0
1348,CheckpointBonfire,0
1349,CapeMidnight,4
1350,WingsCthulhu,4
1351,BlueprintCapeMidnight,9
1352,CollectableLostSoulHalloween,7
1353,ZombieTrap,0
1354,Fog,3
1355,BattleBarrierBones,0
1356,DemonAltar,0
1357,SpiritCage,0
1358,RuleBot,0
1359,SpiralPillar,0
1360,FamiliarGhost2A,10
1361,FamiliarGhost2B,10
1362,FamiliarSkull2A,10
1363,Headstone,0
1364,CelticCross,0
1365,GraveSlant,0
1366,TowerGrandPrizeLowerLeft,0
1367,TowerGrandPrizeLowerRight,0
1368,TowerGrandPrizeUpperLeft,0
1369,TowerGrandPrizeUpperRight,0
1370,WotwTrophy,0
1371,AIEnemySpawnerBasic,0
1372,NetherLavaFall,0
1373,NetherBridge,0
1374,NetherCaveBackground,1
1375,NetherChainRingBlock,0
1376,NetherCrumbles,0
1377,NetherFirefly,0
1378,NetherGlowPlant,0
1379,NetherGrass,0
1380,NetherGreystone,0
1381,NetherLavastone,0
1382,NetherMushrooms,0
1383,NetherPillar,0
1384,NetherPlatform,0
1385,NetherRedstone,0
1386,NetherRedstoneGlow,0
1387,NetherStalactitesTop,0
1388,NetherStalactitesBottom,0
1389,NetherSupport,0
1390,NetherTileBackground1,1
1391,NetherTileBackground2,1
1392,NetherGiftBox,0
1393,DoorMarker,0
1394,OrbNetherBackground,7
1395,JumpsuitAnniversary,4
1396,CapeAdminMidnightWalkerLongJump,4
1397,CapeAdminMidnightWalkerNormal,4
1398,TreasureSpawner,0
1399,CheckPointSpawner,0
1400,NetherTreasure,0
1401,FireBallShooterTrap,0
1402,ConsumableRedScroll,7
1403,ConsumableRedScrollLarge,7
1404,ConsumableNetherFlameStone,7
1405,HatVainamoinen,4
1406,HatPilgrim,4
1407,TurkeyMeal,0
1408,NetherFireTrap,0
1409,NetherSpikeTrap,0
1410,NetherFireBallShooterTrap,0
1411,NetherDeathCounter,0
1412,WeaponNetherBlade,5
1413,HatNetherHood,4
1414,ShoesNetherPaws,4
1415,TailNetherTail,4
1416,PantsNetherPants,4
1417,ShirtNetherArmor,4
1418,BackhandItemNetherShield,4
1419,NetherExit,0
1420,NetherKey,0
1421,NetherCrystal,0
1422,WingsAnniversary,4
1423,FamiliarNetherBall1A,10
1424,FinnishPennant,0
1425,FireworksSmall1,7
1426,FireworksSmall2,7
1427,FireworksSmall3,7
1428,FireworksSmall4,7
1429,FireworksMedium1,7
1430,FireworksMedium2,7
1431,FireworksMedium3,7
1432,FireworksLarge1,7
1433,FireworksLarge2,7
1434,FireworksHuge1,7
1435,MaskSnowman,4
1436,SuitSnowman,4
1437,HairIcicleMohawk,4
1438,MoustacheFrostache,4
1439,WeaponFrostSpear,5
1440,SkirtXmas17,4
1441,HatXmas17Blonde,4
1442,HatXmas17Brunette,4
1443,HatXmas17Black,4
1444,ShoesXmas17Red,4
1445,ShirtHoodieXmas17,4
1446,ScarfXmas17,4
1447,NecklaceFrost,4
1448,ShirtXmas17Sweater,4
1449,BackhandItemFrostShield,4
1450,ConsumableXmasPresent,7
1451,GingerbreadSign,0
1452,GingerbreadFence,0
1453,SnowyFence,0
1454,SnowLantern,0
1455,BlueprintNecklaceFrost,9
1456,ShoesIceSkatesXmas17,4
1457,FamiliarNinjaPickle2A,10
1458,FamiliarSnowman1A,10
1459,FamiliarSnowman2A,10
1460,FamiliarSnowman3A,10
1461,FamiliarBunny2B,10
1462,FamiliarGremlin2B,10
1463,FamiliarPenguin1A,10
1464,FamiliarPenguin2A,10
1465,FamiliarPenguin3A,10
1466,WeaponFrostSword,5
1467,ConsumableBloodScroll,7
1468,NetherVendorBackground1,1
1469,NetherVendorBackground2,1
1470,NetherVendorBackground3,1
1471,NetherVendorBackground4,1
1472,NetherVendorBackground5,1
1473,NetherVendorBackground6,1
1474,NetherVendorBackground7,1
1475,NetherVendorBackground8,1
1476,NetherVendorBackground9,1
1477,NetherVendorBackground10,1
1478,NetherVendorBackground11,1
1479,NetherVendorBackground12,1
1480,AnniversaryCake,0
1481,AnniversaryPortal,0
1482,VendorNPC,0
1483,NetherBarsBackground1,1
1484,NetherBarsBackground2,1
1485,NetherBarsBackground3,1
1486,NetherBarsBackground4,1
1487,NetherCandleHoleBackground,1
1488,NetherWallCandle,0
1489,NetherConcrete,0
1490,NetherConcreteA,0
1491,NetherMetalBlock,0
1492,NetherPots,0
1493,NetherTileBackground3,1
1494,WeaponDarkSword,5
1495,HatNetherMask,4
1496,WeaponNetherAxe,5
1497,BlueprintJetPackDark,9
1498,JetPackDark,4
1499,FertilizerLarge,0
1500,ShardNether,8
1501,ConsumableNetherSpark,7
1502,DeepNetherExit,0
1503,MagicSpeechBubbleDark,4
1504,NetherSign,0
1505,HatRoyale,4
1506,NetherConcreteDirty,0
1507,HatWinterCap,4
1508,GlassesClearLight,4
1509,NecklaceUntouchable,4
1510,Bush1,0
1511,Bush2,0
1512,Bush3,0
1513,GrassTall,0
1514,HangingLeaves,0
1515,Rocks1,0
1516,Rocks2,0
1517,TreeStump,0
1518,VegetationBlock1,0
1519,TreeTrunk1,0
1520,ConsumableCameraSelfie,7
1521,ConsumableCameraWorld,7
1522,ConsumableCameraValentinesDay,7
1523,HubNeonText1A,0
1524,HubNeonText1B,0
1525,HubNeonText1C,0
1526,HubNeonText1D,0
1527,HubNeonText1E,0
1528,HubNeonText1F,0
1529,HubNeonText2A,0
1530,HubNeonText2B,0
1531,HubNeonText2C,0
1532,HubNeonText2D,0
1533,HubNeonText2E,0
1534,HubNeonText2F,0
1535,ScifiArrow,0
1536,ScifiBackground3,1
1537,ScifiBackground4,1
1538,ScifiBlock1,0
1539,ScifiBlock2,0
1540,ScifiBlock3,0
1541,ScifiBlock4,0
1542,ScifiBlock5,0
1543,ScifiInterface1,0
1544,ScifiPillar1,0
1545,ScifiWindow1,1
1546,ScifiWindow2,1
1547,ScifiWindow3,1
1548,HubSignDailyBonus1,0
1549,HubSignDailyBonus2,0
1550,HubSignDailyBonus3,0
1551,HubSignDailyQuest1,0
1552,HubSignDailyQuest2,0
1553,HubSignDailyQuest3,0
1554,HubSignEvents1,0
1555,HubSignEvents2,0
1556,HubSignEvents3,0
1557,HubSignHelp1,0
1558,HubSignHelp2,0
1559,HubSignHelp3,0
1560,HubSignNether1,0
1561,HubSignNether2,0
1562,HubSignNether3,0
1563,HubSignWOTW1,0
1564,HubSignWOTW2,0
1565,HubSignWOTW3,0
1566,BoomBox,0
1567,ConsumableValentinesDayPresent,7
1568,InfoNPC,0
1569,ShoesHighheelsPink,4
1570,DressMaidPink,4
1571,HatBowtiePink,4
1572,GlovesWristbandPink,4
1573,EarRingPink,4
1574,HatTieraCandyQueen,4
1575,WeaponUmbrellaPink,5
1576,ShirtRainbow,4
1577,CapeLove,4
1578,MouthTeethCandy,4
1579,BackhandItemHeartShield,4
1580,BeardPink,4
1581,MaskBubbleGum,4
1582,MaskPacifierPink,4
1583,MaskPacifierBlue,4
1584,HairAfroPink,4
1585,ContactLensesPinkLove,4
1586,HairHarlequin,4
1587,FamiliarHeart1A,10
1588,FamiliarHeart2A,10
1589,FamiliarHeart2B,10
1590,WeaponDusterRainbow,5
1591,HatUnicornHornPink,4
1592,DressMaidBlue,4
1593,CookieBlock,0
1594,RosePink,0
1595,CupidStatue,0
1596,PortalWOTW,0
1597,BubblegumMachine,0
1598,DrippingChocolateBackground,1
1599,NeonHeart,0
1600,JellybeanPile,0
1601,BlueprintCapeLove,9
1602,GlassesVisorAchievement,4
1603,ShirtBaseballHeart,4
1604,Spotlight,0
1605,PWETerminal,0
1606,HubSignPWE1,0
1607,HubSignPWE2,0
1608,HubSignPWE3,0
1609,SuitUnelias,4
1610,IcePlatform,0
1611,GluePlatform,0
1612,RedJelloPlatform,0
1613,ConcretePlatform,0
1614,MaskGas,4
1615,CoatLeafBoi,4
1616,BeardLeaf,4
1617,HairLeaf,4
1618,WeaponStaffLeaf,5
1619,ShirtHoodieGreen,4
1620,MaskTurtle,4
1621,ShoesTurtle,4
1622,SuitTurtle,4
1623,GlassesTintedGreen,4
1624,GlassesFunnyMan,4
1625,WeaponSwordGreen,5
1626,HatMushroom,4
1627,SuitMushroom,4
1628,FamiliarClover1A,10
1629,FamiliarClover2A,10
1630,HatHelmetGreen,4
1631,HairIrishRed,4
1632,WingsLeaf,4
1633,NeonOrangeBackground,1
1634,NeonGreenBackground,1
1635,NeonBlueBackground,1
1636,NeonVioletBackground,1
1637,BigTileBlue,1
1638,BigTileGrey,1
1639,BigTileBrown,1
1640,BigTileRed,1
1641,BigTileGreen,1
1642,DirtyWall1,1
1643,DirtyWall2,1
1644,GlowWireGreen,1
1645,GlowWiresOrange,1
1646,RuinSlantBackground,1
1647,RuinSlantBrokenBackground,1
1648,RuinTileBackground,1
1649,WoodenPlankBackground,1
1650,SpheresBlueBackground,1
1651,SpheresRedBackground,1
1652,SpheresGreyBackground,1
1653,SpheresGreenBackground,1
1654,WirefenceBackground,1
1655,BloodClawMarks,0
1656,BloodDrip,0
1657,BloodSplash,0
1658,CobraStatue,0
1659,ConstructionBarricade,0
1660,LeaningPlanks,0
1661,MayanStatue,0
1662,OldBrickPile,0
1663,PotteryCracked,0
1664,RuinsPillar,0
1665,ShovelInSand,0
1666,Shower,0
1667,TrafficCone,0
1668,TwistedWoodPillar,0
1669,BeigeBrick,0
1670,BlueBrick,0
1671,CoalBlock,0
1672,MetalSlant,0
1673,RedDarkBlock,0
1674,RuinSlant,0
1675,RuinSlantPattern1,0
1676,RuinSlantPattern2,0
1677,RuinWall,0
1678,RuinWallBroken,0
1679,RuinWallMossy,0
1680,ContactLensesWearyEyes,4
1681,FossilPicaPart1,0
1682,FossilPicaPart2,0
1683,FossilPicaPart3,0
1684,FossilPicaPart4,0
1685,ButterflyDaySmall,0
1686,ButterflyDayLarge,0
1687,ButterflyNightSmall,0
1688,ButterflyNightLarge,0
1689,ButterflyDayZebraLongtail,0
1690,ButterflyDayTigerLongtail,0
1691,ButterflyDayEmpress,0
1692,ButterflyDayOrangeTipper,0
1693,ButterflyDayPinkHeart,0
1694,ButterflyDayBlackLightning,0
1695,ButterflyDayMonkeyBum,0
1696,ButterflyDayGardenMaid,0
1697,ButterflyDayNightSky,0
1698,ButterflyDayBlueEmperor,0
1699,ButterflyDayGrayGlassWing,0
1700,ButterflyDayRedOrchae,0
1701,ButterflyDayRainbowChitoria,0
1702,ButterflyDayPearlHeath,0
1703,ButterflyDaySmallTortoiseshell,0
1704,ButterflyDaySmallBrimstone,0
1705,ButterflyDayBlueEyedEmpress,0
1706,ButterflyDayAdmiral,0
1707,ButterflyDayBirchGlider,0
1708,ButterflyDayBlueBottom,0
1709,ButterflyDayPinkCheeks,0
1710,ButterflyDayNeonStriper,0
1711,ButterflyDayShadowLongtail,0
1712,ButterflyDayOrangeTigerTip,0
1713,ButterflyDayApollon,0
1714,ButterflyDayBlueIvory,0
1715,ButterflyDayPaleLegate,0
1716,ButterflyDayLiliumHaste,0
1717,ButterflyDayLavaAglais,0
1718,ButterflyDayPurpleHaze,0
1719,ButterflyDayCrushPearl,0
1720,ButterflyDayDirtyLemon,0
1721,ButterflyDayAzureFlapper,0
1722,ButterflyDayVioletColossus,0
1723,ButterflyDayPinkDelight,0
1724,ButterflyDayBlueKnight,0
1725,ButterflyDayGreenDwarf,0
1726,ButterflyDayYellowDwarf,0
1727,ButterflyDayBlueDwarf,0
1728,ButterflyDayPaperKite,0
1729,ButterflyNightDiaperMoth,0
1730,ButterflyNightRoseMoth,0
1731,ButterflyNightPoisonWing,0
1732,ButterflyNightGreenNurse,0
1733,ButterflyNightSalamanderMoth,0
1734,ButterflyNightSirenHawkMoth,0
1735,ButterflyNightPolillaGigante,0
1736,ButterflyNightCamouflageMoth,0
1737,ButterflyNightWhiteNun,0
1738,ButterflyNightGreenNun,0
1739,ButterflyNightBedstrawHawkMoth,0
1740,ButterflyNightStudMoth,0
1741,ButterflyNightBittyweeHawkMoth,0
1742,ButterflyNightPeacockMoth,0
1743,ButterflyNightBlueNight,0
1744,ButterflyNightLemonMoth,0
1745,ButterflyNightSkullHawkMoth,0
1746,ButterflyNightWillowherbHawkMoth,0
1747,ButterflyNightPeacockBehemoth,0
1748,ButterflyNightRedDotMoth,0
1749,ButterflyNightBurpMoth,0
1750,ButterflyNightBloodMoth,0
1751,ButterflyNightLavaMoth,0
1752,ButterflyNightEmeraldHawkMoth,0
1753,BackTurtleShell,4
1754,HatWingDecorationRaven,4
1755,HubSignButterfly1,0
1756,HubSignButterfly2,0
1757,HubSignButterfly3,0
1758,OrbCityBackground,7
1759,WingsButterfly,4
1760,FamiliarButterfly1A,10
1761,ShirtHoodieNether,4
1762,ContactLensesMulticolored,4
1763,GlassesButterfly,4
1764,ScarfButterfly,4
1765,MaskRamSkull,4
1766,Keg,0
1767,GreenBrick,0
1768,HatEggbasket,4
1769,HatSpring,4
1770,HatCatEarsBlue,4
1771,HatBunnyEarsFloppyPink,4
1772,MaskSuperBunnyBlue,4
1773,MaskSuperBunnyPink,4
1774,WeaponCarrot,5
1775,HairSpikyJPopYellow,4
1776,MouthTeethBunny,4
1777,WeaponMachette,5
1778,HairArtemis,4
1779,HairPartzival,4
1780,WillowCatkin,0
1781,EasterChicks,0
1782,PsychoBunny,0
1783,SpringFlowers,0
1784,Calendar13Fri,0
1785,PicnicTable,0
1786,ConsumableEasterEggPresent,7
1787,EasterEggPrize1,0
1788,EasterEggPrize2,0
1789,EasterEggPrize3,0
1790,EasterEggPrize4,0
1791,EasterEggPrize5,0
1792,EasterEggPrize6,0
1793,EasterEggPrize7,0
1794,HatEasterRichboy,4
1795,ShoesEasterRichboy,4
1796,CoatEasterRichboy,4
1797,GlassesEasterRichboy,4
1798,WeaponCaneEasterRichboy,5
1799,NetherGroupPortal,0
1800,Moai,0
1801,HairSpikyJPopBlue,4
1802,HairSpikyJPopRed,4
1803,HairSpikyJPopBlack,4
1804,PantsEasterRichboy,4
1805,WeaponEggHunterTribe,5
1806,SkirtEggHunterTribe,4
1807,TopEggHunterTribe,4
1808,MaskEggHunterTribe,4
1809,HatPacifist,4
1810,JumpsuitBruceLee,4
1811,ShirtClassyBlack,4
1812,PantsClassyBlack,4
1813,ShoesClassyBlack,4
1814,ShirtPunk,4
1815,PantsPunk,4
1816,ShoesPunk,4
1817,HairPunkPurple,4
1818,EarringPunk,4
1819,BeardPiercingPunk,4
1820,PantsJeansBlue,4
1821,ShirtJeanVest,4
1822,ShirtConstructionVest,4
1823,HatConstructionHelmet,4
1824,DressClassyBlack,4
1825,ShirtSuspendersWhite,4
1826,ShirtMcFlyVest,4
1827,PantsBaggyOrange,4
1828,PantsDropping,4
1829,ShirtCollegeBlue,4
1830,ShirtCollegeRed,4
1831,HatRapperScarfWhite,4
1832,HatSkaterCapBlue,4
1833,HatPorkPieRed,4
1834,HatFlatCapWhite,4
1835,HatCapWithScarfBlue,4
1836,HairRapperBraids,4
1837,NeckRapperGold,4
1838,ShoesBasketballWhite,4
1839,WeaponShovel,5
1840,MaskBoxHead,4
1841,ShirtTopRapperBlack,4
1842,ACUnit,0
1843,CanopyBlue,0
1844,CanopyRed,0
1845,ConcreteElementDark1,1
1846,ConcreteElementDark2,1
1847,ConcreteElementDark3,1
1848,ConcreteElementLight1,1
1849,ConcreteElementLight2,1
1850,ConcreteElementLight3,1
1851,DrainPipeDark,0
1852,DrainPipeLight,0
1853,EmergencyStairsGrey,0
1854,EmergencyStairsRed,0
1855,FuseBox,0
1856,FuseBoxWall,0
1857,Graffiti1a,0
1858,Graffiti1b,0
1859,Graffiti1c,0
1860,Graffiti1d,0
1861,Graffiti1e,0
1862,Graffiti1f,0
1863,Graffiti2a,0
1864,Graffiti2b,0
1865,Graffiti2c,0
1866,Graffiti2d,0
1867,Graffiti2e,0
1868,Graffiti2f,0
1869,Graffiti3a,0
1870,Graffiti3b,0
1871,Graffiti3c,0
1872,Graffiti3d,0
1873,Graffiti4a,0
1874,Graffiti4b,0
1875,Graffiti4c,0
1876,Graffiti4d,0
1877,Graffiti4e,0
1878,Graffiti4f,0
1879,Graffiti5a,0
1880,Graffiti5b,0
1881,UrbanWoodenFence,0
1882,Graffiti6,0
1883,MetalBeamBlock,0
1884,MetalBeamPlatform,0
1885,MetalBeamsBackground,1
1886,MetalElementBackgroundBlack1,1
1887,MetalElementBackgroundBlack2,1
1888,MetalElementBackgroundGrey1,1
1889,MetalElementBackgroundGrey2,1
1890,MetalElementBackgroundBrown1,1
1891,MetalElementBackgroundBrown2,1
1892,NeonSignIcecream,0
1893,NeonSignSoda,0
1894,OldTyres,0
1895,PavementDark,0
1896,PavementLight,0
1897,PhoneLinePole,0
1898,PipeBlock,0
1899,ScaffoldBackground1,1
1900,ScaffoldBackground2,1
1901,SkyscraperWindow1,1
1902,SkyscraperWindow2,1
1903,SkyscraperWindow3,1
1904,SkyscraperWindow4,1
1905,SewageDrain,0
1906,SewerPipeBlack,0
1907,SewerPipeRusty,0
1908,SignElectricity,0
1909,SignExclamation,0
1910,SignFalling,0
1911,StoreBackground1,1
1912,StoreBackground2,1
1913,StoreBackground3,1
1914,StreetBench,0
1915,StreetFence,0
1916,TrafficLights,0
1917,Truss,0
1918,TVAntenna,0
1919,UrbanArrowSign,0
1920,UrbanPoster1,0
1921,UrbanPoster2,0
1922,RecyclerBasic,0
1923,Pinata,0
1924,Spraycan,7
1925,MaskStreetArtist,4
1926,ScarfStreetArtist,4
1927,PantsStreetArtist,4
1928,ShirtStreetArtist,4
1929,ShoesStreetArtist,4
1930,ShoesSloMo,4
1931,HatFedoraWhite,4
1932,HatFedoraPink,4
1933,HatFedoraPeige,4
1934,HatFedoraYellow,4
1935,Glasses3D,4
1936,ContactLensesRadioActive,4
1937,HatHazMat,4
1938,SuitHazMat,4
1939,Poop,0
1940,WeaponBaseballBat,5
1941,LabBackDoor1,1
1942,LabBackDoor2,1
1943,LabBackDoor3,1
1944,LabBackDoor4,1
1945,LabBackground1,1
1946,LabBackground2,1
1947,LabBackground3,1
1948,LabBackground4,1
1949,LabFence,0
1950,LabBlockBlue1,0
1951,LabBlockBlue2,0
1952,LabBlockGreen1,0
1953,LabBlockGreen2,0
1954,LabBlockGrey2,0
1955,LabComputer1,0
1956,LabComputer2,0
1957,LabElectricWireBlue,0
1958,LabElectricWireLarge,0
1959,LabElectricWireRed,0
1960,LabEquipment1,0
1961,LabEquipment2,0
1962,LabEquipment3,0
1963,LabGreenCanister,0
1964,LabGreenCanisterCube,0
1965,LabGreenCanisterHoseCenter,0
1966,LabGreenCanisterHoseLeft,0
1967,LabGreenCanisterHoseRight,0
